IDNumber,Age,AgeGroup,Gender,ParentHighestEducation,Ethnicity,Region,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
105020,17,16.00 to 17.99 years,Female,High school graduate (including GED),Black,midwest,66,15,11,10,10,15,10,10,12,45,48,48,40,41,54,41,44,48
126004,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,Asian,midwest,68,20,10,15,11,12,10,10,12,48,58,40,58,49,46,41,44,48
105098,15,14.00 to 15.99 years,Male,Some college or associate degree,Black,midwest,85,21,15,14,13,14,16,13,13,57,59,58,56,55,51,60,58,50
126005,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,midwest,75,14,10,14,14,17,10,10,10,53,46,40,56,57,58,41,44,38
133071,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,west,72,11,14,11,10,14,11,12,14,51,37,56,48,41,51,49,56,53
133072,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,west,99,17,17,20,17,17,17,11,16,61,52,60,63,62,58,61,53,56
126063,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,west,76,14,14,13,14,14,11,10,14,53,46,56,54,57,51,49,44,53
126064,20,18.00 to 21.99 years,Female,Bachelor's degree or higher,MultiRacial,west,73,18,11,12,12,16,11,11,18,51,55,48,52,52,56,49,53,59
129007,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,midwest,67,11,11,11,10,13,11,11,13,47,37,48,48,41,49,49,53,50
129017,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,midwest,70,13,12,11,11,14,11,11,11,49,43,51,48,49,51,49,53,45
105110,19,18.00 to 21.99 years,Male,Some college or associate degree,Black,midwest,86,18,13,15,13,18,14,13,14,58,55,54,58,55,59,57,58,53
129019,12,12.00 to 13.99,Female,Some college or associate degree,MultiRacial,midwest,74,16,15,11,10,12,16,10,13,52,50,58,48,41,46,60,44,50
137011,13,12.00 to 13.99,Female,Some college or associate degree,White,midwest,66,18,13,11,11,11,10,10,10,45,55,54,48,49,43,41,44,38
160011,20,18.00 to 21.99 years,Female,Some college or associate degree,Asian,west,97,11,17,17,15,27,11,10,22,61,37,60,61,59,67,49,44,63
129006,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,midwest,69,13,10,10,12,12,14,11,14,48,43,40,40,52,46,57,53,53
129010,12,12.00 to 13.99,Female,Bachelor's degree or higher,White,midwest,75,14,13,15,12,15,10,10,11,53,46,54,58,52,54,41,44,45
106016,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,Hispanic,midwest,67,13,11,10,10,10,13,13,15,47,43,48,40,41,37,55,58,55
105058,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,65,11,12,10,12,10,11,10,14,44,37,51,40,52,37,49,44,53
160012,12,12.00 to 13.99,Female,Bachelor's degree or higher,Asian,west,138,27,24,25,24,29,14,22,26,66,70,67,67,67,70,57,66,66
160013,20,18.00 to 21.99 years,Female,High school graduate (including GED),Hispanic,west,70,15,14,13,10,13,10,10,11,49,48,56,54,41,49,41,44,45
160014,20,18.00 to 21.99 years,Female,Bachelor's degree or higher,Asian,west,64,15,12,12,10,10,10,10,14,42,48,51,52,41,37,41,44,53
160015,20,18.00 to 21.99 years,Female,Bachelor's degree or higher,Black,west,61,11,10,11,10,10,10,10,10,37,37,40,48,41,37,41,44,38
160016,15,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,98,23,19,22,15,17,14,11,19,61,62,63,65,59,58,57,53,60
160017,17,16.00 to 17.99 years,Male,High school graduate (including GED),Hispanic,west,77,20,13,16,11,14,10,13,17,54,58,54,60,49,51,41,58,57
160018,18,18.00 to 21.99 years,Male,High school graduate (including GED),Hispanic,west,76,18,10,13,10,16,10,17,18,53,55,40,54,41,56,41,63,59
160019,18,16.00 to 17.99 years,Male,High school graduate (including GED),Hispanic,west,65,26,10,10,13,10,11,11,18,44,68,40,40,55,37,49,53,59
133076,13,12.00 to 13.99,Female,Bachelor's degree or higher,MultiRacial,west,71,14,11,11,11,16,12,10,10,50,46,48,48,49,56,52,44,38
160020,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,MultiRacial,west,86,17,10,19,10,16,12,19,10,58,52,40,63,41,56,52,64,38
160021,20,18.00 to 21.99 years,Female,High school graduate (including GED),White,west,63,16,12,11,10,10,10,10,12,41,50,51,48,41,37,41,44,48
137007,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,midwest,68,17,10,10,13,14,11,10,12,48,52,40,40,55,51,49,44,48
160022,18,18.00 to 21.99 years,Female,Bachelor's degree or higher,White,west,82,17,11,15,12,23,10,11,13,56,52,48,58,52,64,41,53,50
160023,20,18.00 to 21.99 years,Male,High school graduate (including GED),NativeHawPacIsl,west,61,11,10,10,10,10,11,10,10,37,37,40,40,41,37,49,44,38
160024,20,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,west,67,13,11,11,11,13,11,10,10,47,43,48,48,49,49,49,44,38
160025,20,18.00 to 21.99 years,Female,Bachelor's degree or higher,White,west,68,24,14,10,13,10,11,10,10,48,64,56,40,55,37,49,44,38
133072,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,west,79,14,16,12,11,14,15,11,13,55,46,59,52,49,51,59,53,50
126097,13,12.00 to 13.99,Female,Some college or associate degree,White,west,69,13,11,12,11,14,11,10,14,48,43,48,52,49,51,49,44,53
126096,16,16.00 to 17.99 years,Male,Some college or associate degree,White,west,97,23,25,20,15,15,12,10,18,61,62,68,63,59,54,52,44,59
126228,13,12.00 to 13.99,Female,Bachelor's degree or higher,MultiRacial,west,67,15,10,11,10,12,11,13,12,47,48,40,48,41,46,49,58,48
137003,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,midwest,60,15,10,10,10,10,10,10,10,31,48,40,40,41,37,41,44,38
137006,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,midwest,63,18,10,11,10,12,10,10,10,41,55,40,48,41,46,41,44,38
126190,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,west,75,22,12,11,12,19,11,10,17,53,61,51,48,52,60,49,44,57
126191,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,west,64,18,10,10,11,11,11,11,15,42,55,40,40,49,43,49,53,55
133064,13,12.00 to 13.99,Female,Did not complete high school (no diploma),White,west,72,20,15,13,10,13,11,10,16,51,58,58,54,41,49,49,44,56
119008,13,12.00 to 13.99,Female,Bachelor's degree or higher,Black,south,75,17,16,13,12,12,12,10,12,53,52,59,54,52,46,52,44,48
106021,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,midwest,70,10,13,10,10,15,11,11,10,49,32,54,40,41,54,49,53,38
126196,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,west,69,11,10,11,11,15,12,10,12,48,37,40,48,49,54,52,44,48
106009,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,70,12,11,12,11,14,12,10,11,49,40,48,52,49,51,52,44,45
119034,15,14.00 to 15.99 years,Female,High school graduate (including GED),White,south,80,16,16,11,14,15,13,11,13,55,50,59,48,57,54,55,53,50
126091,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,102,20,19,15,19,13,24,12,25,62,58,63,58,63,49,67,56,66
106010,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,108,23,16,19,19,19,22,13,20,63,62,59,63,63,60,65,58,61
137034,12,12.00 to 13.99,Male,Some college or associate degree,White,midwest,92,17,14,13,15,24,14,12,18,59,52,56,54,59,65,57,56,59
137032,14,14.00 to 15.99 years,Female,Some college or associate degree,White,midwest,70,16,12,10,12,13,13,10,17,49,50,51,40,52,49,55,44,57
129020,15,14.00 to 15.99 years,Female,High school graduate (including GED),White,midwest,63,17,10,10,11,11,11,10,14,41,52,40,40,49,43,49,44,53
120017,18,18.00 to 21.99 years,Female,Some college or associate degree,Hispanic,west,84,16,18,21,13,10,12,10,15,57,50,61,64,55,37,52,44,55
137018,13,12.00 to 13.99,Female,Some college or associate degree,White,midwest,93,21,23,12,16,16,14,12,13,60,59,66,52,60,56,57,56,50
126260,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,64,17,11,11,10,12,10,10,13,42,52,48,48,41,46,41,44,50
126289,13,12.00 to 13.99,Female,Some college or associate degree,Hispanic,west,92,13,12,16,14,23,14,13,17,59,43,51,60,57,64,57,58,57
126395,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,76,16,13,15,10,16,11,11,11,53,50,54,58,41,56,49,53,45
126307,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,midwest,83,22,16,13,21,10,13,10,19,57,61,59,54,65,37,55,44,60
132023,17,16.00 to 17.99 years,Female,Some college or associate degree,White,midwest,61,15,10,10,10,10,11,10,10,37,48,40,40,41,37,49,44,38
126271,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,west,71,10,14,13,11,13,10,10,11,50,32,56,54,49,49,41,44,45
119054,17,16.00 to 17.99 years,Male,High school graduate (including GED),White,south,79,17,12,12,16,12,14,13,15,55,52,51,52,60,46,57,58,55
119053,15,14.00 to 15.99 years,Female,High school graduate (including GED),White,south,78,18,10,11,11,24,10,12,20,54,55,40,48,49,65,41,56,61
119052,13,12.00 to 13.99,Female,High school graduate (including GED),White,south,94,20,11,15,22,22,12,12,24,60,58,48,58,66,63,52,56,65
126395,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,71,12,12,11,10,16,11,11,11,50,40,51,48,41,56,49,53,45
132018,19,18.00 to 21.99 years,Male,Some college or associate degree,White,midwest,66,12,10,11,10,14,11,10,14,45,40,40,48,41,51,49,44,53
126009,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,MultiRacial,west,90,22,18,16,11,25,10,10,14,59,61,61,60,49,66,41,44,53
126010,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,MultiRacial,west,82,18,14,12,15,18,13,10,12,56,55,56,52,59,59,55,44,48
132017,13,12.00 to 13.99,Male,Some college or associate degree,White,midwest,61,10,10,10,10,10,11,10,13,37,32,40,40,41,37,49,44,50
119069,16,16.00 to 17.99 years,Male,Some college or associate degree,White,south,83,23,14,14,15,13,15,12,22,57,62,56,56,59,49,59,56,63
119053,16,16.00 to 17.99 years,Female,Did not complete high school (no diploma),White,south,86,14,14,13,11,22,13,13,10,58,46,56,54,49,63,55,58,38
158042,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,66,12,11,10,10,15,10,10,10,45,40,48,40,41,54,41,44,38
158035,21,18.00 to 21.99 years,Female,Bachelor's degree or higher,White,northeast,63,10,10,11,10,11,10,11,10,41,32,40,48,41,43,41,53,38
158044,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,62,12,10,10,10,12,10,10,10,39,40,40,40,41,46,41,44,38
158045,14,14.00 to 15.99 years,Male,Some college or associate degree,MultiRacial,northeast,61,11,10,10,10,11,10,10,10,37,37,40,40,41,43,41,44,38
158037,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,70,10,11,10,11,15,11,12,14,49,32,48,40,49,54,49,56,53
158046,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,67,13,13,10,10,11,11,12,16,47,43,54,40,41,43,49,56,56
158043,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,67,11,11,10,10,15,11,10,10,47,37,48,40,41,54,49,44,38
141051,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,86,18,12,11,16,22,14,11,16,58,55,51,48,60,63,57,53,56
141052,11,NA,Male,Bachelor's degree or higher,White,south,73,10,11,12,13,13,13,11,15,51,32,48,52,55,49,55,53,55
141050,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,78,18,14,12,13,14,15,10,10,54,55,56,52,55,51,59,44,38
141041,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,65,11,11,10,12,11,10,11,15,44,37,48,40,52,43,41,53,55
141039,15,14.00 to 15.99 years,Female,Did not complete high school (no diploma),White,south,115,25,14,18,22,35,14,12,14,64,66,56,62,66,75,57,56,53
141056,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,62,13,12,10,10,10,10,10,10,39,43,51,40,41,37,41,44,38
141057,11,NA,Male,Bachelor's degree or higher,White,south,72,17,11,12,18,11,10,10,15,51,52,48,52,62,43,41,44,55
141044,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,64,15,10,11,11,12,10,10,10,42,48,40,48,49,46,41,44,38
141048,14,14.00 to 15.99 years,Female,Some college or associate degree,Hispanic,south,76,15,11,13,15,16,11,10,18,53,48,48,54,59,56,49,44,59
141042,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,Hispanic,south,65,15,10,11,10,13,11,10,10,44,48,40,48,41,49,49,44,38
141054,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,61,11,11,10,10,10,10,10,11,37,37,48,40,41,37,41,44,45
141055,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,south,66,16,10,11,14,10,11,10,12,45,50,40,48,57,37,49,44,48
141038,12,12.00 to 13.99,Male,Some college or associate degree,Hispanic,south,77,18,15,14,11,12,13,12,13,54,55,58,56,49,46,55,56,50
158038,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,63,14,10,10,10,13,10,10,11,41,46,40,40,41,49,41,44,45
158039,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,65,12,10,10,10,15,10,10,10,44,40,40,40,41,54,41,44,38
141049,16,16.00 to 17.99 years,Female,Some college or associate degree,Hispanic,south,101,21,20,17,16,23,12,13,14,62,59,64,61,60,64,52,58,53
141058,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,61,13,10,11,10,10,10,10,10,37,43,40,48,41,37,41,44,38
141059,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,65,19,11,14,10,10,10,10,11,44,56,48,56,41,37,41,44,45
141036,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,78,10,12,12,13,20,11,10,14,54,32,51,52,55,61,49,44,53
143005,12,12.00 to 13.99,Female,Some college or associate degree,White,northeast,70,20,11,11,13,13,11,11,14,49,58,48,48,55,49,49,53,53
141035,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,71,12,14,13,10,14,10,10,10,50,40,56,54,41,51,41,44,38
141047,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,MultiRacial,south,65,13,12,11,11,10,11,10,11,44,43,51,48,49,37,49,44,45
141037,14,14.00 to 15.99 years,Male,Some college or associate degree,Hispanic,south,98,14,20,16,16,16,18,12,20,61,46,64,60,60,56,62,56,61
141097,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,76,12,14,14,11,16,11,10,15,53,40,56,56,49,56,49,44,55
141098,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,81,16,12,16,10,20,11,12,12,56,50,51,60,41,61,49,56,48
141045,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,120,28,19,22,19,20,21,19,20,65,71,63,65,63,61,65,64,61
134022,12,12.00 to 13.99,Female,Some college or associate degree,White,west,79,18,11,13,10,20,14,11,16,55,55,48,54,41,61,57,53,56
158031,18,18.00 to 21.99 years,Female,Bachelor's degree or higher,White,northeast,84,21,13,18,11,13,11,18,10,57,59,54,62,49,49,49,64,38
158032,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,northeast,80,15,13,12,14,14,14,13,10,55,48,54,52,57,51,57,58,38
158036,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,73,13,12,13,10,13,13,12,11,51,43,51,54,41,49,55,56,45
158048,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,70,14,11,10,11,15,11,12,10,49,46,48,40,49,54,49,56,38
158049,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,71,11,11,11,11,11,15,12,11,50,37,48,48,49,43,59,56,45
141040,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,76,17,10,13,13,15,14,11,13,53,52,40,54,55,54,57,53,50
141053,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,103,19,18,16,18,22,18,11,15,62,56,61,60,62,63,62,53,55
141089,12,12.00 to 13.99,Male,Bachelor's degree or higher,Asian,south,74,26,13,13,10,12,13,13,19,52,68,54,54,41,46,55,58,60
141088,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Asian,south,75,11,10,18,10,16,10,11,11,53,37,40,62,41,56,41,53,45
141043,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Hispanic,south,77,17,12,12,12,14,15,12,13,54,52,51,52,52,51,59,56,50
141105,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,61,15,11,10,10,10,10,10,12,37,48,48,40,41,37,41,44,48
141106,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,63,16,11,10,11,10,11,10,15,41,50,48,40,49,37,49,44,55
141128,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,70,17,13,14,11,12,10,10,14,49,52,54,56,49,46,41,44,53
141124,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,69,12,10,10,11,17,11,10,14,48,40,40,40,49,58,49,44,53
141125,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,89,16,12,11,16,23,17,10,12,59,50,51,48,60,64,61,44,48
141126,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,65,12,10,10,10,15,10,10,11,44,40,40,40,41,54,41,44,45
141127,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,south,65,15,11,10,11,11,11,11,11,44,48,48,40,49,43,49,53,45
143014,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,Hispanic,northeast,77,16,10,12,10,22,11,12,10,54,50,40,52,41,63,49,56,38
158033,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,68,13,12,12,11,12,11,10,11,48,43,51,52,49,46,49,44,45
158034,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,62,11,10,10,10,10,11,11,10,39,37,40,40,41,37,49,53,38
158047,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,northeast,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
158041,12,12.00 to 13.99,Male,Bachelor's degree or higher,MultiRacial,northeast,76,14,13,13,12,15,11,12,16,53,46,54,54,52,54,49,56,56
158053,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,Hispanic,northeast,61,10,10,10,10,10,10,11,10,37,32,40,40,41,37,41,53,38
158014,12,12.00 to 13.99,Female,Some college or associate degree,White,northeast,68,12,13,11,11,13,10,10,12,48,40,54,48,49,49,41,44,48
141060,13,12.00 to 13.99,Male,High school graduate (including GED),White,south,78,19,11,10,13,19,14,11,16,54,56,48,40,55,60,57,53,56
158050,16,16.00 to 17.99 years,Female,High school graduate (including GED),White,northeast,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
141046,13,12.00 to 13.99,Male,Bachelor's degree or higher,MultiRacial,south,73,18,13,11,13,13,13,10,16,51,55,54,48,55,49,55,44,56
141129,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,66,22,11,12,11,11,11,10,13,45,61,48,52,49,43,49,44,50
141131,12,12.00 to 13.99,Female,Bachelor's degree or higher,Black,south,82,13,18,10,10,16,15,13,11,56,43,61,40,41,56,59,58,45
141130,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,Black,south,87,18,15,11,15,21,13,12,10,58,55,58,48,59,62,55,56,38
141132,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,65,17,12,13,10,10,10,10,10,44,52,51,54,41,37,41,44,38
141153,11,NA,Male,Bachelor's degree or higher,White,south,81,13,15,14,17,14,11,10,14,56,43,58,56,62,51,49,44,53
141152,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,72,19,10,13,12,16,11,10,18,51,56,40,54,52,56,49,44,59
141156,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,64,16,10,10,10,14,10,10,11,42,50,40,40,41,51,41,44,45
141155,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,66,12,10,10,11,13,12,10,13,45,40,40,40,49,49,52,44,50
141160,15,14.00 to 15.99 years,Female,Some college or associate degree,White,south,65,14,11,12,10,10,12,10,10,44,46,48,52,41,37,52,44,38
141154,18,18.00 to 21.99 years,Female,Some college or associate degree,White,south,66,11,10,11,11,13,11,10,10,45,37,40,48,49,49,49,44,38
141150,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,95,19,15,16,18,15,17,14,14,60,56,58,60,62,54,61,60,53
143030,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,74,18,10,10,16,13,12,13,11,52,55,40,40,60,49,52,58,45
143031,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,69,17,11,13,10,11,10,14,12,48,52,48,54,41,43,41,60,48
141157,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,71,15,10,15,11,14,11,10,14,50,48,40,58,49,51,49,44,53
141151,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,79,25,11,14,16,15,12,11,19,55,66,48,56,60,54,52,53,60
141170,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Asian,south,68,17,10,11,14,11,10,12,13,48,52,40,48,57,43,41,56,50
141169,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,Asian,south,67,14,10,11,13,13,10,10,12,47,46,40,48,55,49,41,44,48
141158,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,74,26,14,13,15,10,12,10,19,52,68,56,54,59,37,52,44,60
141159,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,96,23,20,18,14,10,23,11,23,60,62,64,62,57,37,66,53,64
144015,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Other,south,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
141178,11,NA,Male,Bachelor's degree or higher,Hispanic,south,97,21,14,17,15,17,15,19,21,61,59,56,61,59,58,59,64,62
141034,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,76,14,15,12,12,15,12,10,15,53,46,58,52,52,54,52,44,55
143022,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,64,14,10,10,13,10,11,10,10,42,46,40,40,55,37,49,44,38
143021,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,northeast,70,16,11,10,14,13,12,10,11,49,50,48,40,57,49,52,44,45
119072,16,16.00 to 17.99 years,Male,Some college or associate degree,White,south,66,13,12,12,12,10,10,10,13,45,43,51,52,52,37,41,44,50
119071,13,12.00 to 13.99,Male,Some college or associate degree,White,south,66,13,11,10,13,11,11,10,11,45,43,48,40,55,43,49,44,45
119074,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,Black,south,66,15,10,12,12,11,11,10,12,45,48,40,52,52,43,49,44,48
119075,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,Black,south,70,18,10,11,10,13,10,16,11,49,55,40,48,41,49,41,62,45
132052,15,14.00 to 15.99 years,Male,Some college or associate degree,White,midwest,62,18,10,11,11,10,10,10,10,39,55,40,48,49,37,41,44,38
132051,13,12.00 to 13.99,Female,Some college or associate degree,White,midwest,61,11,10,10,10,10,11,10,14,37,37,40,40,41,37,49,44,53
143026,13,12.00 to 13.99,Female,High school graduate (including GED),Black,northeast,77,19,11,14,12,15,13,12,17,54,56,48,56,52,54,55,56,57
132036,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,midwest,66,12,11,12,10,12,11,10,11,45,40,48,52,41,46,49,44,45
132037,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,87,21,15,19,14,16,12,11,14,58,59,58,63,57,56,52,53,53
132038,12,12.00 to 13.99,Female,Bachelor's degree or higher,White,midwest,105,21,16,13,16,26,16,18,16,62,59,59,54,60,66,60,64,56
132061,13,12.00 to 13.99,Male,Some college or associate degree,White,midwest,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
132062,12,12.00 to 13.99,Male,Some college or associate degree,White,midwest,61,16,10,10,10,10,11,10,10,37,50,40,40,41,37,49,44,38
