CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,q0002_0001_0001,q0002_0001_0002,q0002_0001_0003,q0003_0001_0001,q0003_0001_0002,q0003_0001_0003,q0004,Gender,q0006,q0007,q0008,q0009_0001,q0009_0002,q0009_0003,q0009_0004,q0009_0005,q0009_0006,q0009_other,q0010,q0010_other,q0011_0001,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,count_total
Web Link 1,5305435213,94860628,03/27/2017 05:57:24,03/27/2017 06:05:21,137.164.121.129, , , , ,134025,03,27,2017,10,08,2008,8,Male,2,94925,No, , , , ,White, , ,No, ,Frequently,Always,Frequently,Always,Frequently,Frequently,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,1
Web Link 1,5308589836,94860628,03/29/2017 12:20:17,03/29/2017 12:45:04,137.164.121.129, , , , ,134030,03,29,2017,10,09,2008,8,Female,3,94939,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5308614430,94860628,03/29/2017 12:47:05,03/29/2017 01:31:15,137.164.121.129, , , , ,134026,03,29,2017,01,20,2009,8,Male,2,94939,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5318496501,94860628,04/05/2017 11:44:04,04/05/2017 12:43:43,137.164.121.129, , , , ,134031,04,04,2017,04,05,2011,6,Male,K,94901,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5328914992,94860628,04/14/2017 07:02:53,04/14/2017 07:42:22,24.254.192.155, , , , ,119073,04,14,2017,06,23,2011,5,Female,1,23703,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5348713809,94860628,05/03/2017 07:05:50,05/03/2017 07:43:41,72.178.136.227, , , , ,141102,05,03,2017,01,15,2009,8,Female,2,76643,No, , , , ,White, , ,No, ,Frequently,Always,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352307638,94860628,05/08/2017 08:30:08,05/08/2017 08:34:37,24.227.200.250, , , , ,141134,05,08,2017,10,06,2005,11,Female,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352313857,94860628,05/08/2017 08:35:55,05/08/2017 08:38:30,24.227.200.250, , , , ,141135,05,08,2017,07,11,2008,8,Male,3,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,1
Web Link 1,5352317947,94860628,05/08/2017 08:39:07,05/08/2017 08:40:58,24.227.200.250, , , , ,141136,05,08,2017,02,16,2007,10,Female,4,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352321621,94860628,05/08/2017 08:41:56,05/08/2017 08:44:17,24.227.200.250, , , , ,141137,05,08,2017,03,24,2011,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Frequently,Always,Always,Frequently,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,1
Web Link 1,5352325733,94860628,05/08/2017 08:44:55,05/08/2017 08:47:07,24.227.200.250, , , , ,141139,05,08,2017,01,25,2011,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,1
Web Link 1,5352330006,94860628,05/08/2017 08:47:39,05/08/2017 08:50:06,24.227.200.250, , , , ,141140,05,08,2017,09,16,2008,8,Male,2,76708,No, , , , ,White, , ,No, ,Always,Always,Frequently,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,1
Web Link 1,5352346845,94860628,05/08/2017 09:00:04,05/08/2017 09:03:00,24.227.200.250, , , , ,141141,05,08,2017,04,29,2007,10,Male,4,76708,No, , , , ,White, , ,No, ,Frequently,Frequently,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5352609253,94860628,05/08/2017 12:40:10,05/08/2017 12:43:26,24.227.200.250, , , , ,141142,05,08,2017,09,29,2006,10,Male,4,76708,No, , , , ,White, , ,No, ,Always,Frequently,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,1
Web Link 1,5352611916,94860628,05/08/2017 12:43:49,05/08/2017 12:47:59,24.227.200.250, , , , ,141143,05,08,2017,09,30,2006,10,Female,4,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352617042,94860628,05/08/2017 12:48:27,05/08/2017 12:50:26,24.227.200.250, , , , ,141144,05,08,2017,05,16,2006,10,Female,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352619565,94860628,05/08/2017 12:50:55,05/08/2017 12:52:46,24.227.200.250, , , , ,141145,05,08,2017,06,06,2006,10,Male,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5352622141,94860628,05/08/2017 12:53:08,05/08/2017 12:55:00,24.227.200.250, , , , ,141146,05,08,2017,05,04,2009,8,Male,2,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,1
Web Link 1,5352625245,94860628,05/08/2017 12:56:26,05/08/2017 12:57:43,24.227.200.250, , , , ,141147,05,08,2017,09,01,2006,10,Female,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352627327,94860628,05/08/2017 12:57:59,05/08/2017 12:59:29,24.227.200.250, , , , ,141148,05,08,2017,05,27,2009,7,Female,2,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5352629162,94860628,05/08/2017 12:59:55,05/08/2017 01:01:41,24.227.200.250, , , , ,141171,05,08,2017,04,27,2011,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,1
Web Link 1,5352631489,94860628,05/08/2017 01:02:15,05/08/2017 01:03:31,24.227.200.250, , , , ,141172,05,08,2017,07,09,2007,9,Female,4,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359096788,94860628,05/16/2017 05:14:47,05/16/2017 05:19:43,204.186.115.14, , , , ,144033,05,16,2017,07,04,2009,7,Male,2,08865,Yes, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359100141,94860628,05/16/2017 05:20:05,05/16/2017 05:23:47,204.186.115.14, , , , ,144032,05,16,2017,08,31,2009,7,Male,2,08865,No, , , , ,White, , ,No, ,Frequently,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,1
Web Link 1,5359102935,94860628,05/16/2017 05:24:12,05/16/2017 05:26:43,204.186.115.14, , , , ,144031,05,16,2017,03,16,2010,7,Female,1,08865,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359105194,94860628,05/16/2017 05:27:27,05/16/2017 05:29:51,204.186.115.14, , , , ,144030,05,16,2017,04,28,2010,7,Male,1,08865,Yes, , , , ,White, , ,No, ,Always,Never,Always,Frequently,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359107693,94860628,05/16/2017 05:30:12,05/16/2017 05:32:41,204.186.115.14, , , , ,144029,05,16,2017,02,23,2010,7,Male,1,08865,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359110205,94860628,05/16/2017 05:33:38,05/16/2017 05:35:27,204.186.115.14, , , , ,144028,05,16,2017,05,21,2009,7,Female,2,08865,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359113879,94860628,05/16/2017 05:37:56,05/16/2017 05:40:10,204.186.115.14, , , , ,144027,05,16,2017,11,14,2008,8,Female,2,08865,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359116880,94860628,05/16/2017 05:40:48,05/16/2017 05:48:49,204.186.115.14, , , , ,144026,05,16,2017,03,17,2010,7,Male,1,08865,No, , , , ,White, , ,No, ,Frequently,Never,Frequently,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5359193028,94860628,05/16/2017 06:55:55,05/16/2017 07:08:06,204.186.115.14, , , , ,144020,05,16,2017,07,27,2010,6,Female,1,08865,No, , , , ,White, , ,No, ,Frequently,Never,Frequently,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,1
Web Link 1,5359207680,94860628,05/16/2017 07:09:43,05/19/2017 08:43:52,204.186.115.14, , , , ,144019,05,16,2017,08,28,2009,7,Female,2,08865,Yes, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359214505,94860628,05/16/2017 07:15:17,05/16/2017 07:19:58,204.186.115.14, , , , ,144018,05,16,2017,09,08,2009,7,Female,2,08865,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359326106,94860628,05/16/2017 08:52:20,05/16/2017 08:55:13,204.186.115.14, , , , ,144038,05,16,2017,05,04,2009,8,Male,2,08865,No, , , , ,White, , ,No, ,Frequently,Never,Frequently,Always,Always,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,1
Web Link 1,5359330563,94860628,05/16/2017 08:56:21,05/16/2017 09:01:57,204.186.115.14, , , , ,144039,05,16,2017,04,22,2010,7,Male,1,08865,No, , , , ,White, , ,No, ,Frequently,Never,Frequently,Always,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,1
Web Link 1,5359338329,94860628,05/16/2017 09:03:21,05/16/2017 09:09:05,204.186.115.14, , , , ,144046,05,16,2017,11,22,2008,8,Male,2,08865,No, , ,Black/African American, ,White, , ,No, ,Always,Always,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359352771,94860628,05/16/2017 09:09:18,05/16/2017 09:18:49,204.186.115.14, , , , ,144047,05,16,2017,02,19,2009,8,Female,2,08865,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359755124,94860628,05/16/2017 05:09:12,05/16/2017 05:12:56,72.178.136.227, , , , ,141161,05,16,2017,06,25,2009,7,Female,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5359757203,94860628,05/16/2017 05:14:24,05/16/2017 05:17:01,72.178.136.227, , , , ,141168,05,16,2017,04,11,2008,9,Male,2,76712,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Always,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,1
Web Link 1,5359758805,94860628,05/16/2017 05:17:44,05/16/2017 05:19:43,72.178.136.227, , , , ,141167,05,16,2017,12,29,2008,8,Male,2,76712,No, , , , ,White, , ,No, ,Frequently,Always,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359760150,94860628,05/16/2017 05:20:24,05/16/2017 05:22:14,72.178.136.227, , , , ,141149,05,16,2017,06,19,2009,8,Female,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359762013,94860628,05/16/2017 05:22:56,05/16/2017 05:26:29,72.178.136.227, , , , ,141166,05,16,2017,09,20,2008,8,Female,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359763227,94860628,05/16/2017 05:27:06,05/16/2017 05:28:37,72.178.136.227, , , , ,141174,05,16,2017,01,22,2009,8,Female,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359764872,94860628,05/16/2017 05:30:11,05/16/2017 05:32:34,72.178.136.227, , , , ,141175,05,16,2017,03,04,2009,8,Male,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359766332,94860628,05/16/2017 05:33:17,05/16/2017 05:35:47,72.178.136.227, , , , ,141177,05,16,2017,07,19,2008,8,Male,2,76712,No, , , , ,White, , ,No, ,Frequently,Always,Frequently,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,1
Web Link 1,5359770162,94860628,05/16/2017 05:41:01,05/16/2017 05:42:45,72.178.136.227, , , , ,141184,05,16,2017,03,24,2009,8,Female,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359771527,94860628,05/16/2017 05:43:45,05/16/2017 05:45:40,72.178.136.227, , , , ,141163,05,16,2017,12,25,2008,8,Male,2,76712,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5360475960,94860628,05/17/2017 10:53:54,05/17/2017 11:50:15,24.227.200.250, , , , ,141179,05,17,2017,05,18,2011,5,Male,K,76708,No, , , , ,White, , ,No, ,Always,Always,Frequently,Always,Always,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,1
Web Link 1,5360482988,94860628,05/17/2017 11:51:57,05/17/2017 11:56:56,24.227.200.250, , , , ,141180,05,17,2017,05,18,2011,5,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5361991712,94860628,05/19/2017 05:48:39,05/19/2017 08:30:34,70.174.114.209, , , , ,119005,05,19,2017,11,11,2010,6,Female,1,23455,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5362736929,94860628,05/20/2017 06:05:35,06/05/2017 03:42:38,70.174.114.209, , , , ,119068,05,20,2017,11,26,2006,10,Female,4,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Always,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,1
Web Link 1,5362934625,94860628,05/20/2017 02:40:18,06/05/2017 03:41:16,70.174.114.209, , , , ,119066,05,20,2017,04,23,2007,9,Male,4,23666,No, , ,Black/African American, , , , ,No, ,Always,Frequently,Always,Always,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,1
Web Link 1,5362955095,94860628,05/20/2017 03:50:22,06/05/2017 03:40:00,70.174.114.209, , , , ,119065,05,20,2017,02,23,2009,8,Male,2,23666,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5367474423,94860628,05/25/2017 05:26:40,05/25/2017 05:29:38,204.186.115.14, , , , ,144058,05,25,2017,08,31,2009,8,Female,2,08865,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5374446730,94860628,06/04/2017 02:42:10,06/04/2017 02:43:45,70.161.95.89, , , , ,119076,06,04,2017,11,04,2004,12,Male,6,23707,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5376033031,94860628,06/06/2017 01:46:35,06/06/2017 01:50:27,70.174.114.209, , , , ,119070,06,06,2017,02,20,2010,7,Female,1,23707,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,1
Web Link 1,5379948157,94860628,06/12/2017 09:29:56,06/12/2017 09:35:59,107.77.199.140, , , , ,141138,06,13,2017,04,15,2011,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Always,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5385353131,94860628,06/21/2017 07:28:25,06/21/2017 07:30:29,198.109.240.44, , , , ,132035,06,21,2017,10,17,2011,5,Male,K,49120,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Frequently,Frequently,Never,Never,Never,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,1
