CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,q0002_0001_0001,q0002_0001_0002,q0002_0001_0003,q0003_0001_0001,q0003_0001_0002,q0003_0001_0003,q0004,Gender,q0006,q0007,q0008,q0009_0001,q0009_0002,q0009_0003,q0009_0004,q0009_0005,q0009_0006,q0009_other,q0010,q0010_other,q0011_0001,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,count_total
Web Link 1,5308684751,94895166,03/29/2017 01:34:24 PM,03/29/2017 01:48:57 PM,137.164.121.129, , , , ,134025,03,29,2017,10,08,2008,8,Male,2,94925,No, , , , ,White, , ,No, ,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5308707898,94895166,03/29/2017 01:49:29 PM,03/30/2017 12:54:04 PM,137.164.121.129, , , , ,134026,03,29,2017,01,20,2009,8,Male,2,94939,No, , , , ,White, , ,No, ,Never,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5308712721,94895166,03/29/2017 01:54:25 PM,03/29/2017 01:57:31 PM,137.164.121.129, , , , ,134030,03,29,2017,10,09,2008,8,Female,3,94939,No, , , , ,White, , ,No, ,Never,Always,Always,Always,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,1
Web Link 1,5313613032,94895166,04/02/2017 02:36:35 PM,04/02/2017 02:40:42 PM,173.50.102.121, , , , ,119009,04,02,2017,01,14,2008,9,Female,3,23322,No, ,Asian,Black/African American, , , , ,No, ,Always,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5320252880,94895166,04/06/2017 03:26:06 PM,04/06/2017 03:30:56 PM,137.164.121.129, , , , ,134031,04,06,2017,04,05,2011,6,Male,K,94901,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,1
Web Link 1,5328909528,94895166,04/14/2017 06:29:05 PM,04/19/2019 12:29:20 PM,24.254.192.155, , , , ,119073,04,14,2017,06,23,2011,5,Female,1,23703,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5330936782,94895166,04/17/2017 08:37:10 PM,04/17/2017 08:42:41 PM,75.138.85.134, , , , ,126404,04,17,2017,12,02,2010,6,Female,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Never,1
Web Link 1,5333429832,94895166,04/19/2017 06:34:30 PM,04/19/2017 06:39:25 PM,75.138.85.134, , , , ,126415,04,19,2017,07,07,2010,6,Male,1,30265,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Always,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,1
Web Link 1,5333433863,94895166,04/19/2017 06:40:28 PM,04/19/2017 06:46:13 PM,75.138.85.134, , , , ,126414,04,19,2017,01,11,2010,7,Female,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Occasionally,Never,Frequently,Never,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,1
Web Link 1,5333437618,94895166,04/19/2017 06:46:44 PM,04/19/2017 06:54:28 PM,75.138.85.134, , , , ,126417,04,19,2017,02,11,2010,7,Female,1,30265,No, , , , ,White, , ,No, ,Always,Frequently,Frequently,Always,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,1
Web Link 1,5333443477,94895166,04/19/2017 06:55:28 PM,04/19/2017 07:03:07 PM,75.138.85.134, , , , ,126401,04,19,2017,01,01,2010,7,Female,1,30265,Yes, , , , , ,Other (please specify),Hispanic,No, ,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Never,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,1
Web Link 1,5333447974,94895166,04/19/2017 07:05:11 PM,04/19/2017 07:09:30 PM,75.138.85.134, , , , ,126402,04,19,2017,05,05,2011,5,Female,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Never,1
Web Link 1,5333449690,94895166,04/19/2017 07:09:55 PM,04/19/2019 12:53:45 PM,75.138.85.134, , , , ,126403,04,19,2017,09,09,2010,6,Female,1,30265,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Never,Frequently,1
Web Link 1,5333454772,94895166,04/19/2017 07:15:23 PM,04/19/2017 07:24:31 PM,75.138.85.134, , , , ,126420,04,19,2017,01,29,2010,7,Female,1,30265,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,Occasionally,1
Web Link 1,5338905270,94895166,04/25/2017 11:17:50 AM,04/25/2017 11:20:24 AM,50.192.35.1, , , , ,126405,04,25,2017,04,03,2010,7,Male,1,30265,No, , , , ,White, , ,No, ,Always,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5339742430,94895166,04/26/2017 05:33:40 AM,04/26/2017 05:35:19 AM,50.192.35.1, , , , ,126416,04,26,2017,12,03,2010,6,Male,1,30265,No, , , , ,White, , ,No, ,Always,Frequently,Frequently,Always,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,1
Web Link 1,5339744989,94895166,04/26/2017 05:35:39 AM,04/26/2017 05:44:06 AM,50.192.35.1, , , , ,126413,04,26,2017,09,28,2010,6,Male,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5339755320,94895166,04/26/2017 05:44:36 AM,04/26/2017 05:46:26 AM,50.192.35.1, , , , ,126412,04,26,2017,06,19,2010,6,Female,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,1
Web Link 1,5339758091,94895166,04/26/2017 05:46:59 AM,04/26/2017 05:48:25 AM,50.192.35.1, , , , ,126411,04,26,2017,01,05,2010,7,Male,1,30265,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Always,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Never,1
Web Link 1,5339760289,94895166,04/26/2017 05:48:41 AM,04/26/2017 05:50:08 AM,50.192.35.1, , , , ,126410,04,26,2017,11,18,2010,6,Male,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,1
Web Link 1,5339794073,94895166,04/26/2017 06:16:01 AM,04/26/2017 06:18:13 AM,50.192.35.1, , , , ,126408,04,26,2017,11,22,2010,6,Female,1,30265,No, , ,Black/African American, , , , ,No, ,Always,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,1
Web Link 1,5339797909,94895166,04/26/2017 06:18:38 AM,04/26/2017 06:20:57 AM,50.192.35.1, , , , ,126407,04,26,2017,02,02,2010,7,Male,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,1
Web Link 1,5339800297,94895166,04/26/2017 06:21:15 AM,04/26/2017 06:26:09 AM,50.192.35.1, , , , ,126406,04,26,2017,03,11,2010,7,Male,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5342236998,94895166,04/27/2017 06:53:05 PM,04/27/2017 06:55:00 PM,96.249.234.74, , , , ,119061,04,26,2017,07,13,2009,7,Male,1,23455,No, , , , ,White, , ,No, ,Always,Always,Always,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5342239192,94895166,04/27/2017 06:55:34 PM,04/27/2017 06:57:11 PM,96.249.234.74, , , , ,119060,04,27,2017,09,29,2006,10,Female,4,23455,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Always,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5345844219,94895166,05/01/2017 12:37:32 PM,04/19/2019 01:08:03 PM,107.77.197.112, , , , ,141102,05,01,2017,01,15,2009,8,Female,2,76643,No,American Indian/Alaska Native, , , ,White, , ,No, ,Always,Always,Always,Always,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Occasionally,1
Web Link 1,5347040721,94895166,05/02/2017 11:19:43 AM,04/19/2019 01:12:22 PM,24.227.200.250, , , , ,141135,05,02,2017,07,11,2008,8,Male,3,76708,No, , , , ,White, , ,No, ,Always,Frequently,Always,Always,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,1
Web Link 1,5350434496,94895166,05/05/2017 09:43:33 AM,04/19/2019 01:28:37 PM,24.155.30.147, , , , ,141161,05,05,2017,06,25,2009,7,Female,2,76707,No, , , , ,White, , ,No, ,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Frequently,1
Web Link 1,5350446304,94895166,05/05/2017 09:53:32 AM,04/19/2019 01:31:15 PM,24.155.30.147, , , , ,141163,05,07,2017,12,25,2008,8,Male,2,76657,No, , , , ,White, , ,No, ,Frequently,Always,Always,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5350450482,94895166,05/05/2017 09:59:22 AM,04/19/2019 01:27:10 PM,24.155.30.147, , , , ,141149,05,05,2017,06,29,2009,7,Female,2,76657,No, , , , ,White, , ,No, ,Frequently,Always,Occasionally,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Frequently,Frequently,Never,Never,1
Web Link 1,5351632381,94895166,05/07/2017 11:52:51 AM,04/19/2019 01:33:20 PM,65.111.113.99, , , , ,141168,05,07,2017,04,11,2008,9,Male,2,76710,No, , , , ,White, , ,No, ,Frequently,Always,Always,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,1
Web Link 1,5351634776,94895166,05/07/2017 11:58:11 AM,05/07/2017 12:03:14 PM,65.111.113.99, , , , ,141167,05,07,2017,12,29,2008,8,Male,2,76701,No, , , , ,White, , ,No, ,Frequently,Always,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Never,1
Web Link 1,5355622803,94895166,05/11/2017 09:40:42 AM,04/19/2019 01:40:42 PM,24.155.30.147, , , , ,141177,05,11,2017,07,19,2008,8,Male,2,76712,No, , , , ,White, , ,No, ,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,1
Web Link 1,5355644240,94895166,05/11/2017 08:35:02 AM,04/19/2019 01:16:10 PM,24.227.200.250, , , , ,141139,05,11,2017,01,25,2011,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5356006445,94895166,05/11/2017 05:24:50 PM,05/11/2017 05:27:38 PM,75.138.85.134, , , , ,126424,05,11,2017,04,13,2009,8,Male,2,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,1
Web Link 1,5356007541,94895166,05/11/2017 05:27:53 PM,05/11/2017 05:31:21 PM,75.138.85.134, , , , ,126425,05,11,2017,12,24,2008,8,Female,1,30265,No, , , , ,White, , ,No, ,Always,Always,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5356009177,94895166,05/11/2017 05:31:40 PM,05/11/2017 05:33:32 PM,75.138.85.134, , , , ,126426,05,11,2017,12,24,2008,8,Female,1,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5356014157,94895166,05/11/2017 05:37:57 PM,05/11/2017 05:43:31 PM,75.138.85.134, , , , ,126422,05,11,2017,04,11,2009,8,Male,3,30265,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5356017286,94895166,05/11/2017 05:46:36 PM,05/11/2017 05:50:07 PM,75.138.85.134, , , , ,126423,05,11,2017,08,03,2009,7,Female,2,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,1
Web Link 1,5356018943,94895166,05/11/2017 05:51:12 PM,05/11/2017 05:54:07 PM,75.138.85.134, , , , ,126431,05,11,2017,06,30,2009,7,Male,2,30265,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5356022220,94895166,05/11/2017 05:55:32 PM,05/11/2017 06:03:39 PM,75.138.85.134, , , , ,126428,05,11,2017,03,28,2009,8,Male,2,30265,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,1
Web Link 1,5356025251,94895166,05/11/2017 06:04:40 PM,05/11/2017 06:07:02 PM,75.138.85.134, , , , ,126427,05,11,2017,10,16,2008,8,Female,3,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,1
Web Link 1,5356028164,94895166,05/11/2017 06:07:38 PM,05/11/2017 06:13:43 PM,75.138.85.134, , , , ,126421,05,11,2017,11,06,2008,8,Female,2,30265,No, ,Asian, , , , , ,No, ,Always,Always,Always,Always,Never,Never,Frequently,Never,Occasionally,Never,Frequently,Frequently,Never,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Frequently,1
Web Link 1,5356031420,94895166,05/11/2017 06:16:39 PM,05/11/2017 06:20:05 PM,75.138.85.134, , , , ,126429,05,11,2017,07,04,2009,7,Male,2,30265,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5356032669,94895166,05/11/2017 06:20:33 PM,05/11/2017 06:24:01 PM,75.138.85.134, , , , ,126430,05,11,2017,05,03,2009,8,Female,2,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5356034731,94895166,05/11/2017 06:25:17 PM,05/11/2017 06:27:20 PM,75.138.85.134, , , , ,126432,05,11,2017,10,19,2008,8,Female,2,30265,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,1
Web Link 1,5356078330,94895166,05/11/2017 08:03:46 PM,04/19/2019 01:38:30 PM,65.111.113.99, , , , ,141174,05,11,2017,01,22,2009,8,Female,2,76633,No, , , , ,White, , ,No, ,Frequently,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Occasionally,Occasionally,1
Web Link 1,5358274655,94895166,05/15/2017 08:15:27 AM,05/15/2017 08:26:24 AM,204.186.115.14, , , , ,144033,05,15,2017,07,04,2009,7,Male,2,08865,Yes, , , , ,White, , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5358283152,94895166,05/15/2017 08:26:57 AM,05/15/2017 08:52:13 AM,204.186.115.14, , , , ,144032,05,15,2017,08,31,2009,7,Male,2,08865,No, , , , ,White, , ,No, ,Always,Frequently,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5358314165,94895166,05/15/2017 08:54:05 AM,05/15/2017 08:58:10 AM,204.186.115.14, , , , ,144031,05,15,2017,03,16,2010,7,Female,1,08865,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5358320228,94895166,05/15/2017 08:58:52 AM,05/15/2017 09:04:32 AM,204.186.115.14, , , , ,144030,05,15,2017,04,28,2010,7,Male,1,08865,Yes, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5358328363,94895166,05/15/2017 09:04:52 AM,05/15/2017 09:10:09 AM,204.186.115.14, , , , ,144029,05,15,2017,02,23,2010,7,Male,1,08865,No, , , , ,White, , ,No, ,Frequently,Frequently,Always,Always,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5358335023,94895166,05/15/2017 09:10:17 AM,05/15/2017 09:14:06 AM,204.186.115.14, , , , ,144028,05,15,2017,05,21,2009,7,Female,2,08865,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359281626,94895166,05/16/2017 08:12:45 AM,04/22/2019 07:33:41 AM,204.186.115.14, , , , ,144027,05,16,2017,11,14,2008,8,Female,2,08865,Yes, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359285373,94895166,05/16/2017 08:17:40 AM,04/22/2019 07:32:50 AM,204.186.115.14, , , , ,144026,05,16,2017,03,17,2010,7,Male,1,08865,Yes, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,1
Web Link 1,5359288916,94895166,05/16/2017 08:20:41 AM,05/16/2017 08:23:19 AM,204.186.115.14, , , , ,144020,05,16,2017,07,27,2010,6,Female,1,08865,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359293016,94895166,05/16/2017 08:23:27 AM,05/16/2017 08:25:54 AM,204.186.115.14, , , , ,144019,05,16,2017,08,28,2009,7,Female,2,08865,Yes, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359296418,94895166,05/16/2017 08:26:06 AM,05/16/2017 08:30:55 AM,204.186.115.14, , , , ,144018,05,16,2017,09,08,2009,7,Female,2,08865,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Always,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,1
Web Link 1,5359336811,94895166,05/16/2017 09:01:49 AM,05/16/2017 09:04:40 AM,204.186.115.14, , , , ,144038,05,16,2017,05,04,2009,8,Male,2,08865,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359341100,94895166,05/16/2017 09:04:50 AM,05/16/2017 09:14:48 AM,204.186.115.14, , , , ,144039,05,16,2017,04,22,2010,7,Male,1,08865,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5359351749,94895166,05/16/2017 09:15:09 AM,05/16/2017 09:17:26 AM,204.186.115.14, , , , ,144046,05,16,2017,11,22,2008,8,Male,2,08865,No, , ,Black/African American, ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
