IDNumber,data,Age,Gender,ParentHighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0017,q0019,q0020,q0023,q0024,q0025,q0026,q0027,q0028,q0030,q0031,q0032,q0033,q0035,q0036,q0037,q0038,q0040,q0041,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0052,q0053,q0054,q0055,q0058,q0059,q0061,q0062,q0063,q0064,q0065,q0067,q0068,q0070,q0072,q0073,q0074,q0075,q0076,q0077,q0079,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0091,q0093,q0094,q0095,q0096,q0098,q0099,q0101,q0102,q0103,q0105,q0107,q0108,q0110,q0111,q0112,q0113,q0114,q0116,q0118,q0119,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
300008,SM,3,Male,Some college or associate degree,Hispanic,south,3,2,2,3,3,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,3,1,2,2,1,2,2,4,2,3,3,2,2,1,1,1,1,1,2,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,2,3,1,2 to 4 years,93,23,14,15,16,20,17,11,18
362050,Sp,3,Male,Some college or associate degree,Hispanic,south,2,2,3,3,2,2,3,4,3,3,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,3,1,2,1,2,1,1,2,2,2,1,1,2,2,2 to 4 years,84,27,12,14,14,14,14,16,16
260038,SM,3,Male,Bachelor's degree or higher,White,south,2,3,2,3,1,2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,3,3,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2 to 4 years,81,22,11,13,17,11,19,10,11
209033,SM,3,Male,Bachelor's degree or higher,White,south,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,4,4,2,3,3,3,3,2,2,2,2,4,4,3,1,2,3,2,2,3,3,3,3,3,1,1,1,1,1,1,3,2,3,2,2,1,2,2,3,3,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2 to 4 years,134,23,22,28,26,18,23,17,16
126325,SM,3,Male,Bachelor's degree or higher,White,south,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2 to 4 years,76,13,15,12,13,10,16,10,16
321040,SM,3,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,3,2,2,2,3,4,3,4,3,2,3,2,4,2,2,3,3,3,2,3,2,2,3,3,3,2,3,3,3,2,4,2,3,2,3,3,2,3,2,3,3,2,1,1,1,3,3,3,3,3,1,2,3,3,2,2,1,2,2,2,2,3,2,1,2,3,3,3,2,2,2,2,3,3,2,2 to 4 years,149,22,29,27,27,21,26,19,25
214017,SM,3,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,66,12,11,12,10,10,12,11,10
700246,Qual,3,Female,Some college or associate degree,White,south,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,4,3,1,3,1,2,2,2,2,1,1,4,4,1,1,2,1,2,3,2,1,1,1,1,4,3,2,1,2,1,3,2,2,3,2,2,2,2,2,2,1,1,2,1,3,1,2,1,2,1,1,1,2,2,1,1,3,2,2,2,2 to 4 years,112,16,16,21,21,17,22,15,17
118027,SM,3,Female,Some college or associate degree,White,south,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,3,3,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2 to 4 years,88,20,16,12,16,14,16,14,15
219017,SM,4,Female,Bachelor's degree or higher,White,south,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2 to 4 years,66,15,13,11,11,11,10,10,12
141072,SM,4,Female,Bachelor's degree or higher,White,south,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,3,2,2 to 4 years,76,21,14,15,10,12,12,13,17
260033,SM,4,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,2,2,2,2,2,4,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,89,10,20,18,14,13,14,10,10
250049,SM,4,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2 to 4 years,82,12,11,13,15,14,17,12,20
141070,SM,4,Female,Bachelor's degree or higher,White,south,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2 to 4 years,74,17,17,11,10,11,15,10,13
118029,SM,4,Female,Bachelor's degree or higher,White,south,2,2,2,2,1,2,2,3,3,2,2,2,2,2,3,1,2,2,1,2,3,3,1,1,2,2,3,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,3,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2 to 4 years,95,21,19,20,13,11,15,17,18
118084,SM,3,Male,Some college or associate degree,White,south,2,2,3,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,2,1,1,2,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2 to 4 years,96,22,17,20,14,16,19,10,15
141085,SM,3,Male,Some college or associate degree,White,south,2,2,2,3,2,2,3,3,3,2,2,1,1,1,2,2,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,4,1,3,1,4,1,1,1,1,1,1,1,2,2,3,1,2,2,2,2,2,2,1,1,2,2,1,1,3,1,2,2,2,1,1,2,1,2,2,2,1,1,2 to 4 years,102,24,16,20,15,15,20,16,15
141086,SM,3,Male,Some college or associate degree,White,south,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2 to 4 years,91,19,12,19,12,12,20,16,17
118083,SM,3,Male,Some college or associate degree,White,south,2,2,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,3,2,1,2,3,1,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,1,2 to 4 years,84,23,12,15,15,17,15,10,17
141190,SM,4,Male,Bachelor's degree or higher,White,south,1,1,2,2,1,2,3,1,1,3,1,2,2,1,1,2,1,4,3,3,4,4,2,1,4,2,4,2,2,1,1,2,4,2,1,2,2,1,3,2,2,2,3,1,2,1,1,1,1,1,2,2,2,1,1,1,3,2,2,1,1,1,1,2,2,3,1,1,2,3,3,1,3,2,1,1,2,4,3,3,2 to 4 years,115,17,20,26,20,15,17,17,23
119028,SM,4,Male,Bachelor's degree or higher,White,south,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2 to 4 years,69,12,11,10,12,13,12,11,12
141063,SM,4,Male,Bachelor's degree or higher,White,south,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2 to 4 years,71,13,11,11,11,10,17,11,13
141068,SM,4,Male,Bachelor's degree or higher,White,south,2,3,2,3,2,2,1,3,3,2,3,2,1,3,1,1,2,2,1,3,3,4,2,2,3,3,2,3,2,2,2,2,3,1,1,2,2,2,1,1,3,1,3,1,2,2,1,1,1,1,2,1,1,1,2,2,1,3,2,1,3,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,3,1,1,1,2 to 4 years,110,23,19,26,17,16,16,16,14
118056,SM,4,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,1,1,2,3,3,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,3,1,1,1,2,2,2,1,1,1,2,1,1,1,2 to 4 years,78,20,12,14,12,12,14,14,14
141176,SM,4,Male,Bachelor's degree or higher,White,south,2,2,2,2,1,2,1,2,3,3,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,3,2,1,2,1,1,1,1,2,1,3,1,2,1,2,1,3,1,1,1,2,1,1,2,2 to 4 years,89,20,14,14,14,11,22,14,15
126077,SM,4,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,3,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,3,2,3,1,2,4,1,1,2,1,3,1,1,1,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,3,2,2,1,2 to 4 years,88,16,15,14,12,20,16,11,16
209018,SM,4,Male,Some college or associate degree,White,south,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,2,2,3,2,2,2,2,3,3,2,2,1,3,2,3,3,2,1,2,2,2,2,1,1,1,1,2,3,3,3,3,4,2,2,1,2,1,1,1,1,3,1,3,1,2,1,3,2,2,1,1,2,2,1,2,2,2 to 4 years,127,26,25,23,24,15,25,15,18
118069,SM,4,Male,Some college or associate degree,White,south,1,2,3,2,2,2,2,4,4,4,4,4,4,4,2,3,1,4,3,4,4,2,2,4,2,4,4,4,4,4,3,4,4,2,1,1,4,1,3,2,3,2,4,3,2,2,3,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,3,2,1,3,1,1,1,4,3,3,2,2,1,2,1,2,2,2 to 4 years,147,26,33,34,25,23,15,17,22
118072,SM,3,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,3,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2 to 4 years,97,12,18,13,16,14,21,15,19
321041,SM,3,Female,Bachelor's degree or higher,White,south,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,4,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,1,3,2,2,2,2,2,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2 to 4 years,90,12,18,14,18,14,14,12,14
118078,SM,4,Female,High school graduate (including GED),White,south,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2 to 4 years,79,19,14,13,11,13,16,12,12
315030,SM,4,Female,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,2,1,3,1,3,4,2,1,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,3,1,1,1,1,1,3,4,4,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,93,11,23,11,16,17,15,11,10
119046,SM,4,Male,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,61,10,10,11,10,10,10,10,10
119022,SM,4,Male,Some college or associate degree,Black,south,3,4,4,4,4,4,3,4,3,3,1,2,2,3,1,2,2,4,4,4,1,2,3,2,3,1,4,3,4,1,2,3,2,2,2,1,1,2,1,2,3,1,4,2,1,1,1,1,1,1,4,3,1,4,4,2,3,2,2,2,2,1,2,2,2,2,3,1,1,3,2,2,2,2,2,2,4,3,4,3,2 to 4 years,129,36,25,24,18,16,27,19,26
178068,SM,4,Male,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2 to 4 years,63,10,10,10,11,11,11,10,11
119044,SM,5,Female,High school graduate (including GED),White,south,3,4,3,3,4,4,3,4,4,3,2,4,2,3,2,1,1,3,1,4,1,1,1,3,1,1,1,3,2,2,1,2,3,2,1,2,1,4,2,1,4,1,4,2,2,2,3,1,1,1,3,3,4,3,4,4,4,4,4,3,2,1,2,2,2,4,3,1,2,3,3,2,4,4,4,2,2,2,3,3,5 years,137,35,23,16,19,21,36,22,29
700279,Qual,3,Female,High school graduate (including GED),White,south,3,2,3,2,3,3,3,2,3,3,2,3,1,4,2,1,2,3,3,2,2,2,2,3,2,2,4,3,3,2,3,1,2,1,1,2,2,2,3,3,2,2,4,2,2,2,1,1,1,1,3,3,1,1,2,1,2,2,3,2,2,1,1,2,4,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2 to 4 years,126,27,23,25,20,18,20,20,19
